,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapping - ArchivesSpace Resource record SECTION,Resource Identifying Information,Resource Identifying Information,Resource Identifying Information,Archival Object Context Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Dates,Dates,Dates,Dates,Dates,Dates,Dates (2),Dates (2),Dates (2),Dates(2),Dates (2),Dates (2),Dates (3),Dates (3),Dates (3),Dates(3),Dates (3),Dates (3),Dates (4),Dates (4),Dates (4),Dates(4),Dates (4),Dates (4),Dates (5),Dates (5),Dates (5),Dates(5),Dates 53),Dates (5),Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,
,,mt839rq8746,,fh242rs0526,Final Plea: Franz von PAPEN,H-1277,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),73 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fh242rs0526,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-71 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jq526kz1417,Final Plea: Erich RAEDER,H-1278,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),110 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jq526kz1417,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-106 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,yx918vb7821,Final Plea: Joachim von RIBBENTROP,H-1279,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),103 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/yx918vb7821,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,"pp. 1-95 plus cover page, table of contents and 4 pages Errata Sheets",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fg451wy0374,Final Plea: Alfred ROSENBERG,H-1280,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),107 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fg451wy0374,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,"pp. 1-86 plus cover page, letter of Dr. Thoma, 8 July 1946, and two-page table of contents, pp. 82a-82g, in duplicate",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,yp025mr6666,Final Plea: Fritz SAUCKEL,H-1281,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),80 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/yp025mr6666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-78 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qz466tk7843,Final Plea: Hjalmar SCHACHT,H-1282,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),73 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qz466tk7843,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-65 plus cover sheet and 3 additional pages,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,nr055vz2541,Final Plea: Baldur von SCHIRACH,H-1283,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),46 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/nr055vz2541,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-45,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,pz173mz3208,Final Plea: Arthur SEYSS-INQUART,H-1284,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),95 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/pz173mz3208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-93 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,zx162sn6279,Final Plea: Albert SPEER,H-1285,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),61 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/zx162sn6279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-59 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ts043jj4853,Final Plea: Julius STREICHER,H-1286,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),62 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ts043jj4853,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-59 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jy889jv3924,"Plea of Dr. Jahrreiss on behalf of all Defense Counsel, on The Breach of Peace between States",H-1287,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),77 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jy889jv3924,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-76,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rc774qy4471,Appendices to Plea of Dr. Jahrreiss,H-1288,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),198 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rc774qy4471,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85043413,English language,function,lcsh,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-198,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sw042sx1146,Final Plea: Martin BORMANN,H-1289,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),41 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sw042sx1146,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-30 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qv556pt2173,Final Plea: Karl DOENITZ (& Erich RAEDER),H-1290,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),150 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qv556pt2173,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-105 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jv565kq1889,Final Plea: Hans FRANK,H-1291,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),82 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jv565kq1889,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-63 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rx379tk0227,Final Plea: Wilhelm FRICK,H-1292,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),81 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rx379tk0227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-46,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,mx665ky4984,Final Plea: Hans FRITZSCHE,H-1293,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),101 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/mx665ky4984,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-75 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ng495pf4021,Final Plea: Walter FUNK,H-1294,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),91 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ng495pf4021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-74,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,by808gz4914,Final Plea: Hermann GOERING,H-1295,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),148 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/by808gz4914,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-74 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,kn298qr6090,Final Plea: Alfred JODL,H-1296,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),130 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/kn298qr6090,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-124 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xs508zg8506,Final Plea: Ernst KALTENBRUNNER,H-1297,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),71 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xs508zg8506,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-34,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qr316jm0420,Final Plea: Wilhelm KEITEL,H-1298,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),345 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qr316jm0420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,"pp. 1-196 plus 18-page insertion, and 2-page key",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sy415jj7366,Final Plea: Constantin von NEURATH,H-1299,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),226 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sy415jj7366,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-158 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,dk990pp0534,Final Plea: Franz von PAPEN,H-1300,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),117 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/dk990pp0534,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-71 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,dk266pc2258,Final Plea: Erich RAEDER,H-1301,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),147 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/dk266pc2258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-106 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jk797gg0035,Final Plea: Alfred ROSENBERG,H-1302,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),164 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jk797gg0035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 3-86 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jg259xj6071,Final Plea: Fritz SAUCKEL,H-1303,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),113 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jg259xj6071,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-78,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,hm620tp3472,Final Plea: Hjalmar SCHACHT,H-1304,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),97 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/hm620tp3472,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-65 plus 3 additional pages,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,yc924gd7124,Final Plea: Baldur von SCHIRACH,H-1305,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),86 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/yc924gd7124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-45,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vt114tb4205,Final Plea: Arthur SEYSS-INQUART,H-1306,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),146 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vt114tb4205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-93 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
