,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapping - ArchivesSpace Resource record SECTION,Resource Identifying Information,Resource Identifying Information,Resource Identifying Information,Archival Object Context Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Dates,Dates,Dates,Dates,Dates,Dates,Dates (2),Dates (2),Dates (2),Dates(2),Dates (2),Dates (2),Dates (3),Dates (3),Dates (3),Dates(3),Dates (3),Dates (3),Dates (4),Dates (4),Dates (4),Dates(4),Dates (4),Dates (4),Dates (5),Dates (5),Dates (5),Dates(5),Dates 53),Dates (5),Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,
,,mt839rq8746,,nd249kj2244,Final Plea: Walter FUNK,H-1247,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),74 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/nd249kj2244,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-73,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,wc751wx4070,Final Plea: Hermann GOERING,H-1248,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),86 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/wc751wx4070,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-74 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gq445pd5721,Final Plea: Alfred JODL,H-1249,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),127 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gq445pd5721,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-124 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,dg351vv7450,Final Plea: Ernst KALTENBRUNNER,H-1250,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),41 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/dg351vv7450,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-34,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,dd131mv0855,Final Plea: Wilhelm KEITEL,H-1251,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),205 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/dd131mv0855,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-195 plus two-page Key,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fn044kv0949,Final Plea: Constantin von NEURATH,H-1252,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),161 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fn044kv0949,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-158 plus cover page and one page of notes,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xz411qh8886,Final Plea: Franz von PAPEN,H-1253,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),73 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xz411qh8886,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-71 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cm969kz0525,Final Plea: Erich RAEDER,H-1254,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),110 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cm969kz0525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-106 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vw435mw1053,Final Plea: Joachim von RIBBENTROP,H-1255,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),98 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vw435mw1053,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-95 plus cover page and one-page Table of Contents,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cw789qd8362,Final Plea: Alfred ROSENBERG,H-1256,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),93 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cw789qd8362,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 3-86 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gq717qw1161,Final Plea: Fritz SAUCKEL,H-1257,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),79 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gq717qw1161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-78,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qw541py7362,Final Plea: Hjalmar SCHACHT,H-1258,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),73 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qw541py7362,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-65 plus cover page and three pages of inserts,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vw542fz6990,Final Plea: Baldur von SCHIRACH,H-1259,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),47 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vw542fz6990,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-45,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cj785dr7930,Final Plea: Arthur SEYSS-INQUART,H-1260,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),95 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cj785dr7930,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-93 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qt305dr9311,Final Plea: Albert SPEER,H-1261,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),55 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qt305dr9311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-51 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,bx644jw2748,Final Plea: Julius STREICHER,H-1262,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),61 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/bx644jw2748,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-59 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gt447vx3801,"Plea of Dr. Jahrreiss on behalf of all Defense Counsel, on The Breach of Peace between States",H-1263,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),77 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gt447vx3801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-76,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jj705bt5570,Appendices to Plea of Dr. Jahrreiss,H-1264,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),199 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jj705bt5570,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,85051829,French language,function,lcsh,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-198,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ks103ww4614,Final Plea: Martin BORMANN,H-1265,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),32 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ks103ww4614,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-30 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vz693ct2371,Final Plea: Karl DOENITZ (& Erich RAEDER),H-1266,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),109 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vz693ct2371,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-105 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,tf060ty5144,Final Plea: Hans FRANK,H-1267,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),65 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/tf060ty5144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-63,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sf320jk8227,Final Plea: Wilhelm FRICK,H-1268,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),47 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sf320jk8227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-46,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xg503hy2407,Final Plea: Hans FRITZSCHE,H-1269,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),42 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xg503hy2407,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-35 plus cover page (incomplete),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rv664sg7143,Final Plea: Walter FUNK,H-1270,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),74 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rv664sg7143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-73,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,hd870yq5316,Final Plea: Hermann GOERING,H-1271,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),83 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/hd870yq5316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-74 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fw078gv5804,Final Plea: Rudolf HESS,H-1272,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),84 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fw078gv5804,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-82 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ts831cc1639,Final Plea: Alfred JODL,H-1273,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),128 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ts831cc1639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-124 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,tj742py2850,Final Plea: Ernst KALTENBRUNNER,H-1274,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),43 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/tj742py2850,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-34,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gz671xg4538,Final Plea: Wilhelm KEITEL,H-1275,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),210 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gz671xg4538,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-195 plus cover page and two-page Key,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xg442wk8282,Final Plea: Constantin von NEURATH,H-1276,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),161 pages,Folders,,,,,,,,text,Box,11,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xg442wk8282,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO FINAL PLEAS: The Final Pleas listed below have various titles on the cover pages, such as Final Plea: Closing Arguments, Final Pleading, Final Pleadings, Plea, Pleadings, Plaidoyer, the Case of.",1,,,,,,,,,,,pp. 1-158 plus cover page,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
