ArchivesSpace field code (please don't edit this row),collection_id,ead,res_uri,ref_id,title,unit_id,hierarchy,level,other_level,publish,restrictions_flag,processing_note,l_lang,l_langscript,n_langmaterial,p_langmaterial,l_lang_2,l_langscript_2,n_langmaterial_2,p_langmaterial_2,l_lang_3,l_langscript_3,n_langmaterial_3,p_langmaterial_3,l_lang_4,l_langscript_4,n_langmaterial_4,p_langmaterial_4,dates_label,begin,end,date_type,expression,date_certainty,dates_label_2,begin_2,end_2,date_type_2,expression_2,date_certainty_2,dates_label_3,begin_3,end_3,date_type_3,expression_3,date_certainty_3,dates_label_4,begin_4,end_4,date_type_4,expression_4,date_certainty_4,dates_label_5,begin_5,end_5,date_type_5,expression_5,date_certainty_5,portion,number,extent_type,container_summary,physical_details,dimensions,portion_2,number_2,extent_type_2,container_summary_2,physical_details_2,dimensions_2,cont_instance_type,type_1,indicator_1,barcode,type_2,indicator_2,type_3,indicator_3,cont_instance_type_2,type_1_2,indicator_1_2,barcode_2,type_2_2,indicator_2_2,type_3_2,indicator_3_2,digital_object_id,digital_object_title,digital_object_publish,digital_object_link,digital_object_link_publish,thumbnail,thumbnail_publish,people_agent_record_id_1,people_agent_header_1,people_agent_role_1,people_agent_relator_1,people_agent_record_id_2,people_agent_header_2,people_agent_role_2,people_agent_relator_2,people_agent_record_id_3,people_agent_header_3,people_agent_role_3,people_agent_relator_3,people_agent_record_id_4,people_agent_header_4,people_agent_role_4,people_agent_relator_4,people_agent_record_id_5,people_agent_header_5,people_agent_role_5,people_agent_relator_5,families_agent_record_id_1,families_agent_header_1,families_agent_role_1,families_agent_relator_1,families_agent_record_id_2,families_agent_header_2,families_agent_role_2,families_agent_relator_2,corporate_entities_agent_record_id_1,corporate_entities_agent_header_1,corporate_entities_agent_role_1,corporate_entities_agent_relator_1,corporate_entities_agent_record_id_2,corporate_entities_agent_header_2,corporate_entities_agent_role_2,corporate_entities_agent_relator_2,corporate_entities_agent_record_id_3,corporate_entities_agent_header_3,corporate_entities_agent_role_3,corporate_entities_agent_relator_3,subject_1_record_id,subject_1_term,subject_1_type,subject_1_source,subject_2_record_id,subject_2_term,subject_2_type,subject_2_source,subject_3_record_id,subject_3_term,subject_3_type,subject_3_source,subject_4_record_id,subject_4_term,subject_4_type,subject_4_source,subject_5_record_id,subject_5_term,subject_5_type,subject_5_source,subject_6_record_id,subject_6_term,subject_6_type,subject_6_source,n_abstract,p_abstract,l_abstract,n_accessrestrict,p_accessrestrict,l_accessrestrict,b_accessrestrict,e_accessrestrict,t_accessrestrict,n_acqinfo,p_acqinfo,l_acqinfo,n_arrangement,p_arrangement,l_arrangement,n_bioghist,p_bioghist,l_bioghist,n_custodhist,p_custodhist,l_custodhist,n_dimensions,p_dimensions,l_dimensions,n_odd,p_odd,l_odd,n_physdesc,p_physdesc,l_physdesc,n_physfacet,p_physfacet,l_physfacet,n_physloc,p_physloc,l_physloc,n_prefercite,p_prefercite,l_prefercite,n_processinfo,p_processinfo,l_processinfo,n_relatedmaterial,p_relatedmaterial,l_relatedmaterial,n_scopecontent,p_scopecontent,l_scopecontent,n_separatedmaterial,p_separatedmaterial,l_separatedmaterial,n_userestrict,p_userestrict,l_userestrict,
,,mt839rq8746,,yc132mx9935,"Gestapo Affidavits, (a) incomplete list, (b) Affidavits",H-1418,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),121 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/yc132mx9935,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO GESTAPO AFFIDAVITS: There appear to be several series of Gestapo Affidavits. For purpose of this inventory, they have been grouped according to differences in identification. This arbitrary division should not be considered as a final one.",1,,,,,,,,,,,"(a) 4 pages, (b) 71-92",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,bq793jf4630,"Gestapo, Index of Affidavits I/1",H-1437,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),220 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/bq793jf4630,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,207 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fx869mg4121,"Gestapo, Index of Affidavits I/2",H-1438,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),35 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fx869mg4121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,33 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cz840sx2351,"Gestapo, Index of Affidavits II",H-1439,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),114 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cz840sx2351,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,87 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,wg417gk7503,"Gestapo, Index of Affidavits III",H-1440,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),13 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/wg417gk7503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,kk432mg3825,"Gestapo, Index of Affidavits IV",H-1441,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),12 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/kk432mg3825,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sg477yn6523,"Gestapo, Index of Affidavits V",H-1442,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),5 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sg477yn6523,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,pw487nk8585,"Gestapo, Index of Affidavits VI",H-1443,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),13 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/pw487nk8585,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,nd371xn8998,"Gestapo, Index of Affidavits VII",H-1444,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),109 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/nd371xn8998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,102 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,nr213wp7605,"Gestapo, Index of Affidavits VIII",H-1445,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),31 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/nr213wp7605,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,20 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jv641vn5973,"Gestapo, Index of Affidavits IX/1",H-1446,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),27 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jv641vn5973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,19 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,zw588ct1924,"Gestapo, Index of Affidavits IX/2",H-1447,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),8 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/zw588ct1924,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jw480hn6280,"Gestapo, Index of Affidavits X",H-1448,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),6 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jw480hn6280,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rf955bn7350,"Gestapo, Index of Affidavits XI",H-1449,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),15 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rf955bn7350,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,11 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,pk649dg9113,"Gestapo, Index of Affidavits XII",H-1450,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),29 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/pk649dg9113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,20 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,yb402wx5691,"Gestapo, Index of Affidavits XIII",H-1451,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),14 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/yb402wx5691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,kx504zj3675,"Gestapo, Index of Affidavits XIV",H-1452,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),23 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/kx504zj3675,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ds506xr9331,"Gestapo, Index of Affidavits XV/1",H-1453,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),5 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ds506xr9331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,pk430yp1435,"Gestapo, Index of Affidavits XV/2",H-1454,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),9 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/pk430yp1435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,mc777nn8094,"Gestapo, Index of Affidavits XV/3",H-1455,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),11 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/mc777nn8094,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ww675hp3898,"Gestapo, Index of Affidavits XVI",H-1456,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),12 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ww675hp3898,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,8 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jc213sx5880,"Gestapo, Index of Affidavits XVII",H-1457,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),9 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jc213sx5880,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ry683rd4153,"Gestapo, Index of Affidavits XVIII",H-1458,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),22 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ry683rd4153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,15 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gr586jd8951,"Gestapo, Index of Affidavits XIX",H-1459,3,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole,1,item(s),12 pages,Folders,,,,,,,,text,Box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gr586jd8951,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10 pages (counted manually),1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
